date,ticker,daily_return
2021-01-05,AAPL,0.012363671930532227
2021-01-06,AAPL,-0.03366168662706115
2021-01-07,AAPL,0.03412355326006877
2021-01-08,AAPL,0.008631165241193894
2021-01-11,AAPL,-0.023248701963677232
2021-01-12,AAPL,-0.0013956847978049414
2021-01-13,AAPL,0.016226556183195795
2021-01-14,AAPL,-0.015127006723020808
2021-01-15,AAPL,-0.013730651736030053
2021-01-19,AAPL,0.005427122159717523
2021-01-20,AAPL,0.03285607150862213
2021-01-21,AAPL,0.03665823440050575
2021-01-22,AAPL,0.016073843784263353
2021-01-25,AAPL,0.02768392402571873
2021-01-26,AAPL,0.0016791854730788813
2021-01-27,AAPL,-0.007683639196180203
2021-01-28,AAPL,-0.03498510625267659
2021-01-29,AAPL,-0.037420844024926736
2021-02-01,AAPL,0.01651983099706511
2021-02-02,AAPL,0.0063369948017653055
2021-02-03,AAPL,-0.007778265737926615
2021-02-04,AAPL,0.02575772533612919
2021-02-05,AAPL,-0.003098173877679189
2021-02-08,AAPL,0.0010968174750565218
2021-02-09,AAPL,-0.006573694707108335
2021-02-10,AAPL,-0.004558342413394367
2021-02-11,AAPL,-0.0019203799204307037
2021-02-12,AAPL,0.001776122672914937
2021-02-16,AAPL,-0.01610410526918138
2021-02-17,AAPL,-0.017643898088140153
2021-02-18,AAPL,-0.008636680791681561
2021-02-19,AAPL,0.0012336198864675296
2021-02-22,AAPL,-0.029799021431680894
2021-02-23,AAPL,-0.001110896781740811
2021-02-24,AAPL,-0.004052402340828709
2021-02-25,AAPL,-0.03478256736002883
2021-02-26,AAPL,0.002231756074504432
2021-03-01,AAPL,0.05385124782154471
2021-03-02,AAPL,-0.020893840215815418
2021-03-03,AAPL,-0.02445640612037714
2021-03-04,AAPL,-0.015811968831475842
2021-03-05,AAPL,0.010738407026971819
2021-03-08,AAPL,-0.04167353279988428
2021-03-09,AAPL,0.04064972394184663
2021-03-10,AAPL,-0.00916672871660229
2021-03-11,AAPL,0.016502870618482435
2021-03-12,AAPL,-0.007625654615015409
2021-03-15,AAPL,0.02445673016129657
2021-03-16,AAPL,0.012742917355488936
2021-03-17,AAPL,-0.006450505539663753
2021-03-18,AAPL,-0.033905052730712315
2021-03-19,AAPL,-0.004480286505202158
2021-03-22,AAPL,0.028335923463864487
2021-03-23,AAPL,-0.006888907979383241
2021-03-24,AAPL,-0.019993549374064723
2021-03-25,AAPL,0.004163673805095858
2021-03-26,AAPL,0.005141157693138609
2021-03-29,AAPL,0.0014852017988271626
2021-03-30,AAPL,-0.012274449093972795
2021-03-31,AAPL,0.018765665082257854
2021-04-01,AAPL,0.0069584561343061235
2021-04-05,AAPL,0.023577398496700708
2021-04-06,AAPL,0.0024623170216351298
2021-04-07,AAPL,0.013390268578158171
2021-04-08,AAPL,0.019233762335227222
2021-04-09,AAPL,0.020251520127023026
2021-04-12,AAPL,-0.013232906655537002
2021-04-13,AAPL,0.02430626372606204
2021-04-14,AAPL,-0.017853018615178518
2021-04-15,AAPL,0.018708068337697892
2021-04-16,AAPL,-0.0025280178737998593
2021-04-19,AAPL,0.005068616130812886
2021-04-20,AAPL,-0.012829868244000342
2021-04-21,AAPL,0.0029298512032345236
2021-04-22,AAPL,-0.011685521379781183
2021-04-23,AAPL,0.018038886830862744
2021-04-26,AAPL,0.002977821371343392
2021-04-27,AAPL,-0.0024497462725376895
2021-04-28,AAPL,-0.006027217924835959
2021-04-29,AAPL,-0.0007484623125865175
2021-04-30,AAPL,-0.015133352748095352
2021-05-03,AAPL,0.008215383328990633
2021-05-04,AAPL,-0.03538560772015209
2021-05-05,AAPL,0.001955446698179264
2021-05-06,AAPL,0.01280265128440572
2021-05-07,AAPL,0.005327286214351412
2021-05-10,AAPL,-0.025804671561278636
2021-05-11,AAPL,-0.0074101479302317586
2021-05-12,AAPL,-0.024938582422637467
2021-05-13,AAPL,0.017919886508639182
2021-05-14,AAPL,0.019844544554023846
2021-05-17,AAPL,-0.009258474545044582
2021-05-18,AAPL,-0.011245681335914193
2021-05-19,AAPL,-0.0012814733162850311
2021-05-20,AAPL,0.021012031463718328
2021-05-21,AAPL,-0.014767052184852747
2021-05-24,AAPL,0.013314280928987454
2021-05-25,AAPL,-0.0015737772112551784
2021-05-26,AAPL,-0.00039406447250034393
2021-05-27,AAPL,-0.012376675958711836
2021-05-28,AAPL,-0.005347958082754567
2021-06-01,AAPL,-0.002648282162335369
2021-06-02,AAPL,0.006276094104757934
2021-06-03,AAPL,-0.01215433645297681
2021-06-04,AAPL,0.01902235323701218
2021-06-07,AAPL,7.945762893957209e-05
2021-06-08,AAPL,0.006671983314974872
2021-06-09,AAPL,0.003077076422916214
2021-06-10,AAPL,-0.008023226025550723
2021-06-11,AAPL,0.00983264060567457
2021-06-14,AAPL,0.02457773931434648
2021-06-15,AAPL,-0.00643761055101566
2021-06-16,AAPL,0.003933912824448438
2021-06-17,AAPL,0.012600979137327828
2021-06-18,AAPL,-0.01009167206917938
2021-06-21,AAPL,0.01410385769743816
2021-06-22,AAPL,0.012698452890385736
2021-06-23,AAPL,-0.0020901238406262346
2021-06-24,AAPL,-0.002169083615445322
2021-06-25,AAPL,-0.0022484255623528293
2021-06-28,AAPL,0.01254567961458486
2021-06-29,AAPL,0.011500332465149254
2021-06-30,AAPL,0.004621227239772541
2021-07-01,AAPL,0.0022635243407731487
2021-07-02,AAPL,0.019596323043743258
2021-07-06,AAPL,0.014718540735358943
2021-07-07,AAPL,0.017955061203020817
2021-07-08,AAPL,-0.009199568959356474
2021-07-09,AAPL,0.01305467335011734
2021-07-12,AAPL,-0.004203426647642949
2021-07-13,AAPL,0.007889411736921925
2021-07-14,AAPL,0.024100358578579506
2021-07-15,AAPL,-0.004491965229277639
2021-07-16,AAPL,-0.014075968819312612
2021-07-19,AAPL,-0.02691456746927523
2021-07-20,AAPL,0.025974033109829042
2021-07-21,AAPL,-0.005131499700575914
2021-07-22,AAPL,0.009628515210670319
2021-07-23,AAPL,0.011989083558253233
2021-07-26,AAPL,0.002894561259537687
